token,side,open_date,close_date,open_price,close_price,effective_open,effective_close,position_size,return,fees,pnl_eur_no_funding,funding,pnl_eur
BTC,LONG,2025-10-03,2025-11-02,122694.0,110140.0,122816.69399999999,110029.86,5.0,-0.104113159079172,0.0045,-0.52506579539586,0.04108965766414459,-0.4839761377317154
TRX,LONG,2025-10-03,2025-11-02,0.34318,0.29555,0.34352317999999993,0.29525445,5.0,-0.14051083830791256,0.0045,-0.7070541915395627,0.022324367249074727,-0.684729824290488
XRP,LONG,2025-10-03,2025-11-02,3.0373,2.4874,3.0403372999999996,2.4849126,5.0,-0.1826852237743489,0.0045,-0.9179261188717445,0.017711304772171168,-0.9002148140995733
ZEC,SHORT,2025-10-03,2025-11-02,139.17,396.1,139.03082999999998,396.49609999999996,5.0,-1.8518573901918014,0.0045,-9.263786950959007,0.07602042339227925,-9.187766527566728
MERL,SHORT,2025-10-03,2025-11-02,0.35456,0.30743,0.35420544,0.3077374299999999,5.0,0.13118943063099217,0.0045,0.6514471531549609,-0.4567948410402873,0.19465231211467365
SNX,SHORT,2025-10-03,2025-11-02,1.2333,1.0108,1.2320667,1.0118108,5.0,0.17876946110141614,0.0045,0.8893473055070807,0.08084632986448705,0.9701936353715678
BTC,LONG,2025-10-06,2025-11-05,125503.0,104043.0,125628.50299999998,103938.957,5.0,-0.17264828826305437,0.0045,-0.8677414413152718,0.03827315501035621,-0.8294682863049155
TRX,LONG,2025-10-06,2025-11-05,0.34646,0.2892,0.3468064599999999,0.2889108,5.0,-0.16693939322814205,0.0045,-0.8391969661407102,0.010182584349611024,-0.8290143817910991
XRP,LONG,2025-10-06,2025-11-05,3.0273,2.3211,3.0303272999999997,2.3187789,5.0,-0.23480909141398684,0.0045,-1.178545457069934,0.007574663522996345,-1.1709707935469378
ZEC,SHORT,2025-10-06,2025-11-05,161.62,487.65,161.45838,488.13764999999995,5.0,-2.0233032810065352,0.0045,-10.121016405032677,-0.06208388940428486,-10.183100294436962
MERL,SHORT,2025-10-06,2025-11-05,0.36087,0.3176,0.36050913,0.31791759999999997,5.0,0.11814272221066924,0.0045,0.5862136110533462,-0.45973645631670956,0.12647715473663668
EIGEN,SHORT,2025-10-06,2025-11-05,2.0242,0.7702,2.0221758,0.7709701999999999,5.0,0.6187422478302826,0.0045,3.089211239151413,0.016593453988050892,3.105804693139464
BTC,LONG,2025-10-07,2025-11-06,121677.0,101354.0,121798.67699999998,101252.646,5.0,-0.16868845792142712,0.0045,-0.8479422896071356,0.03744900327386151,-0.8104932863332741
TRX,LONG,2025-10-07,2025-11-06,0.33788,0.28397,0.33821787999999997,0.28368603,5.0,-0.16123290111096433,0.0045,-0.8106645055548216,0.007808589713707624,-0.802855915841114
BCH,LONG,2025-10-07,2025-11-06,578.34,471.91,578.91834,471.43809000000005,5.0,-0.18565701338810567,0.0045,-0.9327850669405283,-0.02352749806493434,-0.9563125650054627
ZEC,SHORT,2025-10-07,2025-11-06,129.92,535.5,129.79008,536.0355,5.0,-3.130019027648338,0.0045,-15.65459513824169,-0.15171662498116187,-15.806311763222853
MERL,SHORT,2025-10-07,2025-11-06,0.37439,0.31205,0.37401561,0.31236204999999995,5.0,0.16484221073018865,0.0045,0.8197110536509433,-0.44336446044142386,0.37634659320951946
CELO,SHORT,2025-10-07,2025-11-06,0.3847,0.23225,0.38431529999999997,0.23248224999999997,5.0,0.3950741747726411,0.0045,1.9708708738632057,-0.05601474172056123,1.9148561321426445
BTC,LONG,2025-10-08,2025-11-07,123523.0,103380.0,123646.52299999999,103276.62,5.0,-0.1647430312294345,0.0045,-0.8282151561471724,0.03611610583642534,-0.7920990503107471
TRX,LONG,2025-10-08,2025-11-07,0.34187,0.29219,0.34221187,0.29189781,5.0,-0.14702605143415978,0.0045,-0.7396302571707989,0.0016130633801364064,-0.7380171937906624
BCH,LONG,2025-10-08,2025-11-07,586.87,515.28,587.45687,514.76472,5.0,-0.12374040327420117,0.0045,-0.6232020163710058,-0.02798755849700081,-0.6511895748680067
MERL,SHORT,2025-10-08,2025-11-07,0.34157,0.39849,0.34122842999999997,0.39888849,5.0,-0.16897788967935648,0.0045,-0.8493894483967823,-0.4871459905189026,-1.336535438915685
ZEC,SHORT,2025-10-08,2025-11-07,175.5,683.16,175.3245,683.8431599999999,5.0,-2.900442664887109,0.0045,-14.506713324435545,-0.23371793201494945,-14.740431256450494
ETHFI,SHORT,2025-10-08,2025-11-07,1.7352,1.0025,1.7334648000000001,1.0035024999999997,5.0,0.4211001573265291,0.0045,2.1010007866326452,0.01898328056093495,2.11998406719358
BTC,LONG,2025-10-09,2025-11-08,120868.0,101943.0,120988.86799999999,101841.057,5.0,-0.15826093190656176,0.0045,-0.7958046595328088,0.03635047011462658,-0.7594541894181822
TRX,LONG,2025-10-09,2025-11-08,0.33691,0.29046,0.33724690999999996,0.29016954,5.0,-0.13959318411545996,0.0045,-0.7024659205772997,3.2617455323758274e-05,-0.7024333031219759
BCH,LONG,2025-10-09,2025-11-08,575.22,490.11,575.79522,489.61989,5.0,-0.14966315628670898,0.0045,-0.7528157814335449,-0.03172210957248829,-0.7845378910060332
ZEC,SHORT,2025-10-09,2025-11-08,214.39,588.11,214.17560999999998,588.6981099999999,5.0,-1.7486701683725796,0.0045,-8.747850841862899,-0.2503639275570874,-8.998214769419986
MERL,SHORT,2025-10-09,2025-11-08,0.3425,0.4152,0.3421575,0.41561519999999996,5.0,-0.21468972622257282,0.0045,-1.077948631112864,-0.588720668911817,-1.666669300024681
SNX,SHORT,2025-10-09,2025-11-08,1.1895,0.8379,1.1883105,0.8387378999999999,5.0,0.2941761433564713,0.0045,1.4663807167823566,0.05323882478814671,1.5196195415705034
BTC,LONG,2025-10-10,2025-11-09,116632.0,104813.0,116748.63199999998,104708.187,5.0,-0.10313135831861378,0.0045,-0.5201567915930688,0.037098135887587966,-0.48305865570548084
TRX,LONG,2025-10-10,2025-11-09,0.33068,0.29226,0.33101067999999995,0.29196774000000003,5.0,-0.1179506957298173,0.0045,-0.5942534786490864,-0.0009273288779081089,-0.5951808075269945
XRP,LONG,2025-10-10,2025-11-09,2.679,2.3482,2.6816789999999995,2.3458517999999997,5.0,-0.12523020093008888,0.0045,-0.6306510046504443,0.0010213520927374233,-0.6296296525577069
ZEC,SHORT,2025-10-10,2025-11-09,236.71,643.18,236.47329000000002,643.8231799999999,5.0,-1.7226042315392145,0.0045,-8.617521157696073,-0.2188148647458028,-8.836336022441875
MERL,SHORT,2025-10-10,2025-11-09,0.3694,0.3658,0.3690306,0.3661658,5.0,0.007763041872408415,0.0045,0.034315209362042076,-0.6685887040108328,-0.6342734946487907
SNX,SHORT,2025-10-10,2025-11-09,1.2645,0.87351,1.2632355,0.8743835099999999,5.0,0.30782224692070487,0.0045,1.5346112346035243,0.049154722305037354,1.5837659569085616
BTC,LONG,2025-10-13,2025-11-12,115749.0,101249.0,115864.74899999998,101147.751,5.0,-0.1270187708256286,0.0045,-0.639593854128143,0.03707973291627292,-0.6025141212118701
TRX,LONG,2025-10-13,2025-11-12,0.32336,0.29426,0.3236833599999999,0.29396574000000003,5.0,-0.09181077457920572,0.0045,-0.4635538728960286,0.0008823389288068455,-0.46267153396722177
BCH,LONG,2025-10-13,2025-11-12,546.53,503.52,547.0765299999999,503.01648,5.0,-0.08053726962112584,0.0045,-0.4071863481056292,-0.0388094156970141,-0.4459957638026433
ZEC,SHORT,2025-10-13,2025-11-12,254.73,492.79,254.47527,493.28279,5.0,-0.9384311489285383,0.0045,-4.696655744642691,-0.22821504189988676,-4.924870786542578
SNX,SHORT,2025-10-13,2025-11-12,2.3866,0.77012,2.3842134,0.7708901199999999,5.0,0.6766689928007285,0.0045,3.378844964003642,0.022278461495606895,3.4011234254992493
MERL,SHORT,2025-10-13,2025-11-12,0.35299,0.37567,0.35263701000000003,0.37604566999999994,5.0,-0.06638174478623192,0.0045,-0.3364087239311596,-0.8515006836910708,-1.1879094076222305
