perp,time,close
PROVE,2025-09-29 18:00:00,0.66674
PROVE,2025-09-30 18:00:00,0.64733
PROVE,2025-10-01 18:00:00,0.77278
PROVE,2025-10-02 18:00:00,0.74966
PROVE,2025-10-03 18:00:00,0.76776
PROVE,2025-10-04 18:00:00,0.74252
PROVE,2025-10-05 18:00:00,0.74065
PROVE,2025-10-06 18:00:00,0.8077
PROVE,2025-10-07 18:00:00,0.76011
PROVE,2025-10-08 18:00:00,0.81259
PROVE,2025-10-09 18:00:00,0.79536
PROVE,2025-10-10 18:00:00,0.70558
PROVE,2025-10-11 18:00:00,0.76063
PROVE,2025-10-12 18:00:00,0.78969
PROVE,2025-10-13 18:00:00,0.82293
PROVE,2025-10-14 18:00:00,0.80325
PROVE,2025-10-15 18:00:00,0.79666
PROVE,2025-10-16 18:00:00,0.76247
PROVE,2025-10-17 18:00:00,0.76428
PROVE,2025-10-18 18:00:00,0.808
PROVE,2025-10-19 18:00:00,0.7964
PROVE,2025-10-20 18:00:00,0.75387
PROVE,2025-10-21 18:00:00,0.86276
PROVE,2025-10-22 18:00:00,0.76609
PROVE,2025-10-23 18:00:00,0.88389
PROVE,2025-10-24 18:00:00,0.98672
PROVE,2025-10-25 18:00:00,0.91451
PROVE,2025-10-26 18:00:00,0.86922
PROVE,2025-10-27 18:00:00,0.81263
PROVE,2025-10-28 18:00:00,0.77421
PROVE,2025-10-29 18:00:00,0.72998
PROVE,2025-10-30 18:00:00,0.64505
PROVE,2025-10-31 18:00:00,0.65348
PROVE,2025-11-01 18:00:00,0.68593
PROVE,2025-11-02 18:00:00,0.6623
PROVE,2025-11-03 18:00:00,0.58942
PROVE,2025-11-04 18:00:00,0.58063
PROVE,2025-11-05 18:00:00,0.58863
PROVE,2025-11-06 18:00:00,0.55713
PROVE,2025-11-07 18:00:00,0.60648
PROVE,2025-11-08 18:00:00,0.59417
PROVE,2025-11-09 18:00:00,0.59415
PROVE,2025-11-10 18:00:00,0.58881
PROVE,2025-11-11 18:00:00,0.57113
PROVE,2025-11-12 18:00:00,0.53659
PROVE,2025-11-13 18:00:00,0.53135
PUMP,2025-07-10 18:00:00,0.00519
PUMP,2025-07-11 18:00:00,0.005458
PUMP,2025-07-12 18:00:00,0.006331
PUMP,2025-07-13 18:00:00,0.006081
PUMP,2025-07-14 18:00:00,0.005294
PUMP,2025-07-15 18:00:00,0.006065
PUMP,2025-07-16 18:00:00,0.006013
PUMP,2025-07-17 18:00:00,0.005335
PUMP,2025-07-18 18:00:00,0.004238
PUMP,2025-07-19 18:00:00,0.004098
PUMP,2025-07-20 18:00:00,0.004447
PUMP,2025-07-21 18:00:00,0.004266
PUMP,2025-07-22 18:00:00,0.003791
PUMP,2025-07-23 18:00:00,0.003996
PUMP,2025-07-24 18:00:00,0.002915
PUMP,2025-07-25 18:00:00,0.002482
PUMP,2025-07-26 18:00:00,0.002952
PUMP,2025-07-27 18:00:00,0.002714
PUMP,2025-07-28 18:00:00,0.002476
PUMP,2025-07-29 18:00:00,0.002714
PUMP,2025-07-30 18:00:00,0.002621
PUMP,2025-07-31 18:00:00,0.002822
