time,coin,sz,side,payment,rate
1/10/2026 - 09:00:00,BNB,0.048,Long,-0.000543,0.0000125
1/10/2026 - 09:00:00,XRP,16,Long,-0.00042,0.0000125
1/10/2026 - 09:00:00,BCH,0.033,Long,-0.000263,0.0000125
1/10/2026 - 09:00:00,YGG,152,Short,0.000129,0.0000125
1/10/2026 - 09:00:00,TRX,140,Long,-0.000521,0.0000125
1/10/2026 - 09:00:00,BANANA,2.9,Short,0.000262,0.0000125
1/10/2026 - 09:00:00,ARK,35,Long,-0.000127,0.0000125
1/10/2026 - 09:00:00,TON,37.8,Long,-0.000822,0.0000125
1/10/2026 - 09:00:00,POLYX,176,Short,-0.014117,-0.0012255263
1/10/2026 - 09:00:00,GMT,1922,Short,-0.027255,-0.0006660717
1/10/2026 - 09:00:00,USTC,2996,Short,-0.001277,-0.0000599406
1/10/2026 - 09:00:00,CAKE,5.1,Long,-0.000127,0.0000125
1/10/2026 - 09:00:00,ETC,0.83,Long,0.000287,-0.0000274928
1/10/2026 - 09:00:00,MAVIA,194,Short,0.001505,0.0001267104
1/10/2026 - 09:00:00,STRK,369.9,Short,0.000382,0.0000125
1/10/2026 - 09:00:00,TNSR,258.3,Short,-0.003457,-0.0001835554
1/10/2026 - 09:00:00,MERL,203,Short,0.000643,0.0000125
1/10/2026 - 09:00:00,EIGEN,27.48,Short,-0.000058,-0.0000051934
1/10/2026 - 09:00:00,REZ,3636,Short,-0.000483,-0.0000255012
1/10/2026 - 09:00:00,TURBO,5084,Short,-0.000238,-0.0000243605
1/10/2026 - 09:00:00,HMSTR,134918,Short,0.001203,0.0000364073
1/10/2026 - 09:00:00,XLM,133,Long,0.000067,-0.0000022407
1/10/2026 - 09:00:00,ALGO,165,Long,-0.000273,0.0000125
1/10/2026 - 09:00:00,ME,94.6,Short,0.000253,0.0000125
1/10/2026 - 09:00:00,MOVE,1395,Short,0.000609,0.0000125
1/10/2026 - 09:00:00,AIXBT,1051,Short,0.00049,0.0000125
1/10/2026 - 09:00:00,IP,17,Short,-0.007865,-0.0002323723
1/10/2026 - 09:00:00,PAXG,0.003,Long,-0.000169,0.0000125
1/10/2026 - 09:00:00,AVNT,117,Short,-0.058612,-0.0015347997
1/10/2026 - 09:00:00,ZEC,0.09,Short,-0.000989,-0.0000286509
1/10/2026 - 10:00:00,BTC,0.00082,Long,-0.000929,0.0000125
1/10/2026 - 10:00:00,ETH,0.0066,Long,-0.000254,0.0000125
1/10/2026 - 10:00:00,ATOM,31.27,Long,-0.001029,0.0000125
1/10/2026 - 10:00:00,SOL,0.32,Long,-0.000203,0.0000046795
1/10/2026 - 10:00:00,AVAX,0.83,Long,0.000121,-0.0000105814
1/10/2026 - 10:00:00,BNB,0.048,Long,-0.000542,0.0000125
1/10/2026 - 10:00:00,XRP,16,Long,-0.000418,0.0000125
1/10/2026 - 10:00:00,BCH,0.033,Long,-0.000262,0.0000125
1/10/2026 - 10:00:00,YGG,152,Short,0.00013,0.0000125
1/10/2026 - 10:00:00,TRX,140,Long,-0.000521,0.0000125
1/10/2026 - 10:00:00,BANANA,2.9,Short,0.000262,0.0000125
1/10/2026 - 10:00:00,ARK,35,Long,-0.000128,0.0000125
1/10/2026 - 10:00:00,TON,37.8,Long,-0.00082,0.0000125
1/10/2026 - 10:00:00,POLYX,176,Short,-0.006506,-0.0005650683
1/10/2026 - 10:00:00,GMT,1922,Short,-0.022677,-0.0005482723
1/10/2026 - 10:00:00,USTC,2996,Short,0.000268,0.0000125
1/10/2026 - 10:00:00,CAKE,5.1,Long,-0.000127,0.0000125
1/10/2026 - 10:00:00,ETC,0.83,Long,0.000117,-0.0000112273
1/10/2026 - 10:00:00,MAVIA,194,Short,0.001536,0.0001289974
1/10/2026 - 10:00:00,STRK,369.9,Short,0.000384,0.0000125
1/10/2026 - 10:00:00,TNSR,258.3,Short,-0.002567,-0.0001360714
1/10/2026 - 10:00:00,MERL,203,Short,0.000641,0.0000125
1/10/2026 - 10:00:00,EIGEN,27.48,Short,0.000048,0.00000426
1/10/2026 - 10:00:00,REZ,3636,Short,-0.000507,-0.0000267123
1/10/2026 - 10:00:00,TURBO,5084,Short,-0.000194,-0.0000198564
1/10/2026 - 10:00:00,HMSTR,134918,Short,0.000414,0.0000125
1/10/2026 - 10:00:00,XLM,133,Long,0.000017,-5.917e-7
1/10/2026 - 10:00:00,ALGO,165,Long,-0.000274,0.0000125
1/10/2026 - 10:00:00,ME,94.6,Short,0.000258,0.0000125
1/10/2026 - 10:00:00,MOVE,1395,Short,0.000611,0.0000125
1/10/2026 - 10:00:00,AIXBT,1051,Short,0.00049,0.0000125
1/10/2026 - 10:00:00,IP,17,Short,-0.005417,-0.0001593734
1/10/2026 - 10:00:00,PAXG,0.003,Long,-0.000169,0.0000125
1/10/2026 - 10:00:00,AVNT,117,Short,-0.039922,-0.0010634108
1/10/2026 - 10:00:00,ZEC,0.09,Short,-0.000094,-0.0000027597
1/10/2026 - 11:00:00,BTC,0.00082,Long,-0.00093,0.0000125
1/10/2026 - 11:00:00,ETH,0.0066,Long,-0.000255,0.0000125
1/10/2026 - 11:00:00,ATOM,31.27,Long,-0.001028,0.0000125
1/10/2026 - 11:00:00,SOL,0.32,Long,-0.000436,0.0000099844
1/10/2026 - 11:00:00,AVAX,0.83,Long,0.000067,-0.0000059011
1/10/2026 - 11:00:00,BNB,0.048,Long,-0.00054,0.0000125
1/10/2026 - 11:00:00,XRP,16,Long,-0.000419,0.0000125
1/10/2026 - 11:00:00,BCH,0.033,Long,-0.000262,0.0000125
1/10/2026 - 11:00:00,YGG,152,Short,0.00013,0.0000125
1/10/2026 - 11:00:00,TRX,140,Long,-0.000521,0.0000125
1/10/2026 - 11:00:00,BANANA,2.9,Short,0.000262,0.0000125
1/10/2026 - 11:00:00,ARK,35,Long,-0.000128,0.0000125
1/10/2026 - 11:00:00,TON,37.8,Long,-0.000821,0.0000125
1/10/2026 - 11:00:00,POLYX,176,Short,-0.006324,-0.0005477617
1/10/2026 - 11:00:00,GMT,1922,Short,-0.034283,-0.0008269438
1/10/2026 - 11:00:00,USTC,2996,Short,-0.000579,-0.0000259998
1/10/2026 - 11:00:00,CAKE,5.1,Long,-0.000127,0.0000125
1/10/2026 - 11:00:00,ETC,0.83,Long,0.000095,-0.0000091288
1/10/2026 - 11:00:00,MAVIA,194,Short,0.000611,0.0000508961
1/10/2026 - 11:00:00,STRK,369.9,Short,-0.000023,-7.779e-7
1/10/2026 - 11:00:00,TNSR,258.3,Short,-0.002162,-0.0001157652
1/10/2026 - 11:00:00,MERL,203,Short,0.000646,0.0000125
1/10/2026 - 11:00:00,EIGEN,27.48,Short,0.000088,0.0000077989
1/10/2026 - 11:00:00,REZ,3636,Short,-0.00052,-0.0000274564
1/10/2026 - 11:00:00,TURBO,5084,Short,-0.000432,-0.0000439817
1/10/2026 - 11:00:00,HMSTR,134918,Short,0.003359,0.0001012308
1/10/2026 - 11:00:00,XLM,133,Long,0.000061,-0.0000020375
1/10/2026 - 11:00:00,ALGO,165,Long,-0.000276,0.0000125
1/10/2026 - 11:00:00,ME,94.6,Short,0.000259,0.0000125
1/10/2026 - 11:00:00,MOVE,1395,Short,0.000612,0.0000125
1/10/2026 - 11:00:00,AIXBT,1051,Short,0.000491,0.0000125
1/10/2026 - 11:00:00,IP,17,Short,-0.004402,-0.0001294471
1/10/2026 - 11:00:00,PAXG,0.003,Long,-0.000169,0.0000125
1/10/2026 - 11:00:00,AVNT,117,Short,-0.024507,-0.0006562327
1/10/2026 - 11:00:00,ZEC,0.09,Short,-0.000424,-0.0000123974
1/10/2026 - 12:00:00,BTC,0.00082,Long,-0.00093,0.0000125
1/10/2026 - 12:00:00,ETH,0.0066,Long,-0.000256,0.0000125
1/10/2026 - 12:00:00,ATOM,31.27,Long,-0.001024,0.0000125
1/10/2026 - 12:00:00,SOL,0.32,Long,-0.000401,0.0000091633
1/10/2026 - 12:00:00,AVAX,0.83,Long,0.000004,-4.2e-7
1/10/2026 - 12:00:00,BNB,0.048,Long,-0.000541,0.0000125
1/10/2026 - 12:00:00,XRP,16,Long,-0.00042,0.0000125
1/10/2026 - 12:00:00,BCH,0.033,Long,-0.000264,0.0000125
1/10/2026 - 12:00:00,YGG,152,Short,0.00013,0.0000125
1/10/2026 - 12:00:00,TRX,140,Long,-0.000521,0.0000125
1/10/2026 - 12:00:00,BANANA,2.9,Short,0.000263,0.0000125
1/10/2026 - 12:00:00,ARK,35,Long,-0.000127,0.0000125
1/10/2026 - 12:00:00,TON,37.8,Long,-0.000832,0.0000125
1/10/2026 - 12:00:00,POLYX,176,Short,-0.004622,-0.0004038932
1/10/2026 - 12:00:00,GMT,1922,Short,-0.03538,-0.0008475186
1/10/2026 - 12:00:00,USTC,2996,Short,0.000274,0.0000125
1/10/2026 - 12:00:00,CAKE,5.1,Long,-0.000127,0.0000125
1/10/2026 - 12:00:00,ETC,0.83,Long,-0.000096,0.000009243
1/10/2026 - 12:00:00,MAVIA,194,Short,0.001181,0.0000985767
1/10/2026 - 12:00:00,STRK,369.9,Short,-0.001379,-0.0000447036
1/10/2026 - 12:00:00,TNSR,258.3,Short,-0.004597,-0.0002463961
1/10/2026 - 12:00:00,MERL,203,Short,0.000649,0.0000125
1/10/2026 - 12:00:00,EIGEN,27.48,Short,0.000142,0.0000125
1/10/2026 - 12:00:00,REZ,3636,Short,-0.000739,-0.0000386858
1/10/2026 - 12:00:00,TURBO,5084,Short,0.000087,0.0000088884
1/10/2026 - 12:00:00,HMSTR,134918,Short,0.000419,0.0000125
1/10/2026 - 12:00:00,XLM,133,Long,0.000004,-1.54e-7
1/10/2026 - 12:00:00,ALGO,165,Long,-0.000276,0.0000125
1/10/2026 - 12:00:00,ME,94.6,Short,0.000257,0.0000125
1/10/2026 - 12:00:00,MOVE,1395,Short,0.000612,0.0000125
1/10/2026 - 12:00:00,AIXBT,1051,Short,0.000494,0.0000125
1/10/2026 - 12:00:00,IP,17,Short,-0.003762,-0.0001103282
1/10/2026 - 12:00:00,PAXG,0.003,Long,-0.000169,0.0000125
1/10/2026 - 12:00:00,AVNT,117,Short,-0.020876,-0.0005493584
1/10/2026 - 12:00:00,ZEC,0.09,Short,0.000015,4.517e-7
1/10/2026 - 13:00:00,BTC,0.00082,Long,-0.000929,0.0000125
1/10/2026 - 13:00:00,ETH,0.0066,Long,-0.000255,0.0000125
1/10/2026 - 13:00:00,ATOM,31.27,Long,-0.001022,0.0000125
1/10/2026 - 13:00:00,SOL,0.32,Long,-0.000546,0.0000125
1/10/2026 - 13:00:00,AVAX,0.83,Long,-0.000028,0.0000024377
1/10/2026 - 13:00:00,BNB,0.048,Long,-0.00054,0.0000125
1/10/2026 - 13:00:00,XRP,16,Long,-0.00042,0.0000125
1/10/2026 - 13:00:00,BCH,0.033,Long,-0.00024,0.0000114121
1/10/2026 - 13:00:00,YGG,152,Short,0.000131,0.0000125
1/10/2026 - 13:00:00,TRX,140,Long,-0.000522,0.0000125
1/10/2026 - 13:00:00,BANANA,2.9,Short,0.000263,0.0000125
1/10/2026 - 13:00:00,ARK,35,Long,-0.000127,0.0000125
1/10/2026 - 13:00:00,TON,37.8,Long,-0.000833,0.0000125
1/10/2026 - 13:00:00,POLYX,176,Short,-0.001967,-0.0001719891
1/10/2026 - 13:00:00,GMT,1922,Short,-0.026927,-0.0006466783
1/10/2026 - 13:00:00,USTC,2996,Short,0.00027,0.0000125
1/10/2026 - 13:00:00,CAKE,5.1,Long,-0.000127,0.0000125
1/10/2026 - 13:00:00,ETC,0.83,Long,0.000027,-0.0000026307
1/10/2026 - 13:00:00,MAVIA,194,Short,0.000151,0.0000125
1/10/2026 - 13:00:00,STRK,369.9,Short,-0.002401,-0.0000774326
1/10/2026 - 13:00:00,TNSR,258.3,Short,-0.002048,-0.0001097717
1/10/2026 - 13:00:00,MERL,203,Short,0.000642,0.0000125
1/10/2026 - 13:00:00,EIGEN,27.48,Short,0.000142,0.0000125
1/10/2026 - 13:00:00,REZ,3636,Short,-0.000233,-0.000011933
1/10/2026 - 13:00:00,TURBO,5084,Short,0.000105,0.0000107427
1/10/2026 - 13:00:00,HMSTR,134918,Short,0.000426,0.0000125
1/10/2026 - 13:00:00,XLM,133,Long,-0.000379,0.0000125
1/10/2026 - 13:00:00,ALGO,165,Long,-0.000276,0.0000125
1/10/2026 - 13:00:00,ME,94.6,Short,0.000261,0.0000125
1/10/2026 - 13:00:00,MOVE,1395,Short,0.000616,0.0000125
1/10/2026 - 13:00:00,AIXBT,1051,Short,0.000495,0.0000125
1/10/2026 - 13:00:00,IP,17,Short,-0.003593,-0.000104939
1/10/2026 - 13:00:00,PAXG,0.003,Long,-0.000169,0.0000125
1/10/2026 - 13:00:00,AVNT,117,Short,-0.032011,-0.0008337827
1/10/2026 - 13:00:00,ZEC,0.09,Short,-0.000587,-0.0000170411
1/10/2026 - 14:00:00,BTC,0.00082,Long,-0.00093,0.0000125
1/10/2026 - 14:00:00,ETH,0.0066,Long,-0.000255,0.0000125
1/10/2026 - 14:00:00,ATOM,31.27,Long,-0.001037,0.0000125
1/10/2026 - 14:00:00,SOL,0.32,Long,-0.000546,0.0000125
1/10/2026 - 14:00:00,AVAX,0.83,Long,-0.000002,1.813e-7
1/10/2026 - 14:00:00,BNB,0.048,Long,-0.000539,0.0000125
1/10/2026 - 14:00:00,XRP,16,Long,-0.00042,0.0000125
1/10/2026 - 14:00:00,BCH,0.033,Long,-0.000071,0.0000033965
1/10/2026 - 14:00:00,YGG,152,Short,0.000131,0.0000125
1/10/2026 - 14:00:00,TRX,140,Long,-0.000521,0.0000125
1/10/2026 - 14:00:00,BANANA,2.9,Short,0.000265,0.0000125
1/10/2026 - 14:00:00,ARK,35,Long,-0.000127,0.0000125
1/10/2026 - 14:00:00,TON,37.8,Long,-0.000838,0.0000125
1/10/2026 - 14:00:00,POLYX,176,Short,-0.003364,-0.000292321
1/10/2026 - 14:00:00,GMT,1922,Short,-0.022771,-0.0005525308
1/10/2026 - 14:00:00,USTC,2996,Short,0.000271,0.0000125
1/10/2026 - 14:00:00,CAKE,5.1,Long,-0.000127,0.0000125
1/10/2026 - 14:00:00,ETC,0.83,Long,0.000003,-3.473e-7
1/10/2026 - 14:00:00,MAVIA,194,Short,0.000286,0.0000236551
1/10/2026 - 14:00:00,STRK,369.9,Short,-0.002076,-0.000066624
1/10/2026 - 14:00:00,TNSR,258.3,Short,-0.000877,-0.0000465232
1/10/2026 - 14:00:00,MERL,203,Short,0.000639,0.0000125
1/10/2026 - 14:00:00,EIGEN,27.48,Short,0.000143,0.0000125
1/10/2026 - 14:00:00,REZ,3636,Short,0.000191,0.0000098411
1/10/2026 - 14:00:00,TURBO,5084,Short,0.000036,0.0000037285
1/10/2026 - 14:00:00,HMSTR,134918,Short,0.000423,0.0000125
1/10/2026 - 14:00:00,XLM,133,Long,-0.00038,0.0000125
1/10/2026 - 14:00:00,ALGO,165,Long,-0.000278,0.0000125
1/10/2026 - 14:00:00,ME,94.6,Short,0.00026,0.0000125
1/10/2026 - 14:00:00,MOVE,1395,Short,0.000616,0.0000125
1/10/2026 - 14:00:00,AIXBT,1051,Short,0.000498,0.0000125
1/10/2026 - 14:00:00,IP,17,Short,-0.00301,-0.0000881735
1/10/2026 - 14:00:00,PAXG,0.003,Long,-0.000169,0.0000125
1/10/2026 - 14:00:00,AVNT,117,Short,-0.026015,-0.0006761486
1/10/2026 - 14:00:00,ZEC,0.09,Short,0.000046,0.0000013243
1/10/2026 - 15:00:00,BTC,0.00082,Long,-0.000929,0.0000125
1/10/2026 - 15:00:00,ETH,0.0066,Long,-0.000255,0.0000125
1/10/2026 - 15:00:00,ATOM,31.27,Long,-0.00091,0.0000112324
1/10/2026 - 15:00:00,SOL,0.32,Long,-0.000545,0.0000125
1/10/2026 - 15:00:00,AVAX,0.83,Long,-0.000022,0.0000019179
1/10/2026 - 15:00:00,BNB,0.048,Long,-0.000541,0.0000125
1/10/2026 - 15:00:00,XRP,16,Long,-0.000418,0.0000125
1/10/2026 - 15:00:00,BCH,0.033,Long,-0.000132,0.0000062857
1/10/2026 - 15:00:00,YGG,152,Short,0.00013,0.0000125
1/10/2026 - 15:00:00,TRX,140,Long,-0.000521,0.0000125
1/10/2026 - 15:00:00,BANANA,2.9,Short,0.000264,0.0000125
1/10/2026 - 15:00:00,ARK,35,Long,-0.000127,0.0000125
1/10/2026 - 15:00:00,TON,37.8,Long,-0.000843,0.0000125
1/10/2026 - 15:00:00,POLYX,176,Short,-0.002588,-0.0002265483
1/10/2026 - 15:00:00,GMT,1922,Short,-0.027109,-0.0006633186
1/10/2026 - 15:00:00,USTC,2996,Short,0.000268,0.0000125
1/10/2026 - 15:00:00,CAKE,5.1,Long,-0.000127,0.0000125
1/10/2026 - 15:00:00,ETC,0.83,Long,-0.000072,0.0000068599
1/10/2026 - 15:00:00,MAVIA,194,Short,0.000188,0.0000155151
1/10/2026 - 15:00:00,STRK,369.9,Short,-0.001233,-0.0000398583
1/10/2026 - 15:00:00,TNSR,258.3,Short,0.000234,0.0000125
1/10/2026 - 15:00:00,MERL,203,Short,0.000642,0.0000125
1/10/2026 - 15:00:00,EIGEN,27.48,Short,0.000142,0.0000125
1/10/2026 - 15:00:00,REZ,3636,Short,-0.000484,-0.000025065
1/10/2026 - 15:00:00,TURBO,5084,Short,-0.000245,-0.0000247193
1/10/2026 - 15:00:00,HMSTR,134918,Short,0.000418,0.0000125
1/10/2026 - 15:00:00,XLM,133,Long,-0.00038,0.0000125
1/10/2026 - 15:00:00,ALGO,165,Long,-0.000277,0.0000125
1/10/2026 - 15:00:00,ME,94.6,Short,0.000262,0.0000125
1/10/2026 - 15:00:00,MOVE,1395,Short,0.000613,0.0000125
1/10/2026 - 15:00:00,AIXBT,1051,Short,0.000496,0.0000125
1/10/2026 - 15:00:00,IP,17,Short,-0.003197,-0.0000939369
1/10/2026 - 15:00:00,PAXG,0.003,Long,-0.000169,0.0000125
1/10/2026 - 15:00:00,AVNT,117,Short,-0.025827,-0.0006731182
1/10/2026 - 15:00:00,ZEC,0.09,Short,-0.000116,-0.0000033468
1/10/2026 - 16:00:00,BTC,0.00082,Long,-0.000928,0.0000125
1/10/2026 - 16:00:00,ETH,0.0066,Long,-0.000255,0.0000125
1/10/2026 - 16:00:00,ATOM,31.27,Long,-0.001016,0.0000125
1/10/2026 - 16:00:00,SOL,0.32,Long,-0.000544,0.0000125
1/10/2026 - 16:00:00,AVAX,0.83,Long,-0.000096,0.0000084529
1/10/2026 - 16:00:00,BNB,0.048,Long,-0.000543,0.0000125
1/10/2026 - 16:00:00,XRP,16,Long,-0.000418,0.0000125
1/10/2026 - 16:00:00,BCH,0.033,Long,-0.000263,0.0000125
1/10/2026 - 16:00:00,YGG,152,Short,0.00013,0.0000125
1/10/2026 - 16:00:00,TRX,140,Long,-0.000522,0.0000125
1/10/2026 - 16:00:00,BANANA,2.9,Short,0.000264,0.0000125
1/10/2026 - 16:00:00,ARK,35,Long,-0.000127,0.0000125
1/10/2026 - 16:00:00,TON,37.8,Long,-0.000836,0.0000125
1/10/2026 - 16:00:00,POLYX,176,Short,-0.002659,-0.0002331876
1/10/2026 - 16:00:00,GMT,1922,Short,-0.03974,-0.0009666439
1/10/2026 - 16:00:00,USTC,2996,Short,0.00027,0.0000125
1/10/2026 - 16:00:00,CAKE,5.1,Long,-0.000127,0.0000125
1/10/2026 - 16:00:00,ETC,0.83,Long,-0.000131,0.0000125
1/10/2026 - 16:00:00,MAVIA,194,Short,0.000529,0.0000439163
1/10/2026 - 16:00:00,STRK,369.9,Short,0.000382,0.0000125
1/10/2026 - 16:00:00,TNSR,258.3,Short,-0.000336,-0.0000180517
1/10/2026 - 16:00:00,MERL,203,Short,0.000645,0.0000125
1/10/2026 - 16:00:00,EIGEN,27.48,Short,0.000141,0.0000125
1/10/2026 - 16:00:00,REZ,3636,Short,0.000025,0.0000013258
1/10/2026 - 16:00:00,TURBO,5084,Short,0.000065,0.0000066544
1/10/2026 - 16:00:00,HMSTR,134918,Short,0.000421,0.0000125
1/10/2026 - 16:00:00,XLM,133,Long,-0.000377,0.0000125
1/10/2026 - 16:00:00,ALGO,165,Long,-0.000277,0.0000125
1/10/2026 - 16:00:00,ME,94.6,Short,0.000266,0.0000125
1/10/2026 - 16:00:00,MOVE,1395,Short,0.000612,0.0000125
1/10/2026 - 16:00:00,AIXBT,1051,Short,0.000495,0.0000125
1/10/2026 - 16:00:00,IP,17,Short,-0.004049,-0.0001189192
1/10/2026 - 16:00:00,PAXG,0.003,Long,-0.000169,0.0000125
1/10/2026 - 16:00:00,AVNT,117,Short,-0.024978,-0.0006535872
1/10/2026 - 16:00:00,ZEC,0.09,Short,-0.000461,-0.0000135556
1/10/2026 - 17:00:00,BTC,0.00082,Long,-0.000929,0.0000125
1/10/2026 - 17:00:00,ETH,0.0066,Long,-0.000255,0.0000125
1/10/2026 - 17:00:00,ATOM,31.27,Long,0.00022,-0.0000027161
1/10/2026 - 17:00:00,SOL,0.32,Long,-0.000545,0.0000125
1/10/2026 - 17:00:00,AVAX,0.83,Long,-0.000143,0.0000125
1/10/2026 - 17:00:00,BNB,0.048,Long,-0.000545,0.0000125
1/10/2026 - 17:00:00,XRP,16,Long,-0.000418,0.0000125
1/10/2026 - 17:00:00,BCH,0.033,Long,-0.000263,0.0000125
1/10/2026 - 17:00:00,YGG,152,Short,0.00013,0.0000125
1/10/2026 - 17:00:00,TRX,140,Long,-0.000523,0.0000125
1/10/2026 - 17:00:00,BANANA,2.9,Short,0.000263,0.0000125
1/10/2026 - 17:00:00,ARK,35,Long,-0.000127,0.0000125
1/10/2026 - 17:00:00,TON,37.8,Long,-0.000833,0.0000125
1/10/2026 - 17:00:00,POLYX,176,Short,-0.002173,-0.0001926444
1/10/2026 - 17:00:00,GMT,1922,Short,-0.028302,-0.0006936207
1/10/2026 - 17:00:00,USTC,2996,Short,0.000268,0.0000125
1/10/2026 - 17:00:00,CAKE,5.1,Long,-0.000129,0.0000125
1/10/2026 - 17:00:00,ETC,0.83,Long,-0.000131,0.0000125
1/10/2026 - 17:00:00,MAVIA,194,Short,0.00069,0.0000576926
1/10/2026 - 17:00:00,STRK,369.9,Short,0.000383,0.0000125
1/10/2026 - 17:00:00,TNSR,258.3,Short,-0.001352,-0.0000725119
1/10/2026 - 17:00:00,MERL,203,Short,0.000646,0.0000125
1/10/2026 - 17:00:00,EIGEN,27.48,Short,0.000141,0.0000125
1/10/2026 - 17:00:00,REZ,3636,Short,-0.000263,-0.0000132445
1/10/2026 - 17:00:00,TURBO,5084,Short,-0.000329,-0.0000330566
1/10/2026 - 17:00:00,HMSTR,134918,Short,0.000423,0.0000125
1/10/2026 - 17:00:00,XLM,133,Long,-0.000377,0.0000125
1/10/2026 - 17:00:00,ALGO,165,Long,-0.000277,0.0000125
1/10/2026 - 17:00:00,ME,94.6,Short,0.000262,0.0000125
1/10/2026 - 17:00:00,MOVE,1395,Short,0.000613,0.0000125
1/10/2026 - 17:00:00,AIXBT,1051,Short,0.000491,0.0000125
1/10/2026 - 17:00:00,IP,17,Short,-0.003823,-0.0001122052
1/10/2026 - 17:00:00,PAXG,0.003,Long,-0.000169,0.0000125
1/10/2026 - 17:00:00,AVNT,117,Short,-0.024043,-0.0006332847
1/10/2026 - 17:00:00,ZEC,0.09,Short,0.000428,0.0000125
1/10/2026 - 18:00:00,BTC,0.00082,Long,-0.000929,0.0000125
1/10/2026 - 18:00:00,ETH,0.0066,Long,-0.000255,0.0000125
1/10/2026 - 18:00:00,ATOM,31.27,Long,-0.000001,1.66e-8
1/10/2026 - 18:00:00,SOL,0.32,Long,-0.000535,0.0000122619
1/10/2026 - 18:00:00,AVAX,0.83,Long,-0.000143,0.0000125
1/10/2026 - 18:00:00,BNB,0.048,Long,-0.000545,0.0000125
1/10/2026 - 18:00:00,XRP,16,Long,-0.000418,0.0000125
1/10/2026 - 18:00:00,BCH,0.033,Long,-0.000264,0.0000125
1/10/2026 - 18:00:00,YGG,152,Short,0.00013,0.0000125
1/10/2026 - 18:00:00,TRX,140,Long,-0.000523,0.0000125
1/10/2026 - 18:00:00,BANANA,2.9,Short,0.000262,0.0000125
1/10/2026 - 18:00:00,ARK,35,Long,-0.000126,0.0000125
1/10/2026 - 18:00:00,TON,37.8,Long,-0.000833,0.0000125
1/10/2026 - 18:00:00,POLYX,176,Short,-0.002656,-0.0002351199
1/10/2026 - 18:00:00,GMT,1922,Short,-0.063372,-0.0014673745
1/10/2026 - 18:00:00,USTC,2996,Short,0.000267,0.0000125
1/10/2026 - 18:00:00,CAKE,5.1,Long,-0.00013,0.0000125
1/10/2026 - 18:00:00,ETC,0.83,Long,-0.00013,0.0000125
1/10/2026 - 18:00:00,MAVIA,194,Short,0.000588,0.0000494128
1/10/2026 - 18:00:00,STRK,369.9,Short,0.000314,0.0000103146
1/10/2026 - 18:00:00,TNSR,258.3,Short,-0.001938,-0.0001037298
1/10/2026 - 18:00:00,MERL,203,Short,0.000649,0.0000125
1/10/2026 - 18:00:00,EIGEN,27.48,Short,-0.000158,-0.0000141059
1/10/2026 - 18:00:00,REZ,3636,Short,-0.007755,-0.0003755223
1/10/2026 - 18:00:00,TURBO,5084,Short,0.000094,0.0000095933
1/10/2026 - 18:00:00,HMSTR,134918,Short,0.000424,0.0000125
1/10/2026 - 18:00:00,XLM,133,Long,-0.000377,0.0000125
1/10/2026 - 18:00:00,ALGO,165,Long,-0.000275,0.0000125
1/10/2026 - 18:00:00,ME,94.6,Short,0.00026,0.0000125
1/10/2026 - 18:00:00,MOVE,1395,Short,0.000613,0.0000125
1/10/2026 - 18:00:00,AIXBT,1051,Short,0.00049,0.0000125
1/10/2026 - 18:00:00,IP,17,Short,-0.00428,-0.0001258769
1/10/2026 - 18:00:00,PAXG,0.003,Long,-0.000169,0.0000125
1/10/2026 - 18:00:00,AVNT,117,Short,-0.018954,-0.000500788
1/10/2026 - 18:00:00,ZEC,0.09,Short,0.000428,0.0000125
1/10/2026 - 19:00:00,BTC,0.00082,Long,-0.000928,0.0000125
1/10/2026 - 19:00:00,ETH,0.0066,Long,-0.000255,0.0000125
1/10/2026 - 19:00:00,ATOM,31.27,Long,-0.001008,0.0000125
1/10/2026 - 19:00:00,SOL,0.32,Long,-0.000544,0.0000125
1/10/2026 - 19:00:00,AVAX,0.83,Long,-0.000143,0.0000125
1/10/2026 - 19:00:00,BNB,0.048,Long,-0.000544,0.0000125
1/10/2026 - 19:00:00,XRP,16,Long,-0.000418,0.0000125
1/10/2026 - 19:00:00,BCH,0.033,Long,-0.000264,0.0000125
1/10/2026 - 19:00:00,YGG,152,Short,0.00013,0.0000125
1/10/2026 - 19:00:00,TRX,140,Long,-0.000524,0.0000125
1/10/2026 - 19:00:00,BANANA,2.9,Short,0.00026,0.0000125
1/10/2026 - 19:00:00,ARK,35,Long,-0.000126,0.0000125
1/10/2026 - 19:00:00,TON,37.8,Long,-0.000829,0.0000125
1/10/2026 - 19:00:00,POLYX,176,Short,-0.003104,-0.0002747384
1/10/2026 - 19:00:00,GMT,1342,Short,-0.030203,-0.0010041679
1/10/2026 - 19:00:00,USTC,2996,Short,0.000265,0.0000125
1/10/2026 - 19:00:00,CAKE,5.1,Long,-0.00013,0.0000125
1/10/2026 - 19:00:00,ETC,0.83,Long,-0.00013,0.0000125
1/10/2026 - 19:00:00,MAVIA,194,Short,0.000747,0.0000632939
1/10/2026 - 19:00:00,STRK,369.9,Short,0.00023,0.0000075973
1/10/2026 - 19:00:00,TNSR,258.3,Short,-0.002409,-0.0001294639
1/10/2026 - 19:00:00,MERL,203,Short,0.000645,0.0000125
1/10/2026 - 19:00:00,EIGEN,27.48,Short,-0.000099,-0.0000088709
