time,signal_date,symbol,side,prediction,price,notional
2025-11-05 19:00:00+00:00,2025-11-05,TRX,1,0.9378039076770548,0.28875,10.0
2025-11-05 19:00:00+00:00,2025-11-05,YGG,-1,0.1534563773543286,0.10688,10.0
2025-11-06 19:00:00+00:00,2025-11-06,BTC,1,0.9589260308798068,101684.0,10.0
2025-11-06 19:00:00+00:00,2025-11-06,DYM,-1,0.1415841392952931,0.08278,10.0
2025-11-06 19:00:00+00:00,2025-11-06,MAVIA,-1,0.0639259626526591,0.09181,10.0
2025-11-06 19:00:00+00:00,2025-11-06,SOL,1,0.9016999788442996,157.36,10.0
2025-11-06 19:00:00+00:00,2025-11-06,XRP,1,0.938906753051537,2.2296,10.0
2025-11-06 19:00:00+00:00,2025-11-06,ZEN,-1,0.1152077543600296,20.128,10.0
2025-11-07 19:00:00+00:00,2025-11-07,BTC,1,0.9110266714405376,102585.0,10.0
2025-11-07 19:00:00+00:00,2025-11-07,DYM,-1,0.1453877623098947,0.10272,10.0
2025-11-07 19:00:00+00:00,2025-11-07,ETC,1,0.8536536187343572,17.794,10.0
2025-11-07 19:00:00+00:00,2025-11-07,TST,-1,0.0982038563885783,0.019367,10.0
2025-11-07 19:00:00+00:00,2025-11-07,XRP,1,0.8313015173311598,2.3358,10.0
2025-11-07 19:00:00+00:00,2025-11-07,ZK,-1,0.0741195982475428,0.066898,10.0
2025-11-08 19:00:00+00:00,2025-11-08,BCH,1,0.8761161225802614,492.22,10.0
2025-11-08 19:00:00+00:00,2025-11-08,BTC,1,0.914785847045638,102111.0,10.0
2025-11-08 19:00:00+00:00,2025-11-08,DYM,-1,0.1192457896178248,0.09702,10.0
2025-11-08 19:00:00+00:00,2025-11-08,MAVIA,-1,0.1515641635685019,0.09323,10.0
2025-11-08 19:00:00+00:00,2025-11-08,XRP,1,0.8731682705088237,2.2768,10.0
2025-11-08 19:00:00+00:00,2025-11-08,ZK,-1,0.0671295256863959,0.058769,10.0
2025-11-09 19:00:00+00:00,2025-11-09,BTC,1,0.8956681020577166,104519.0,10.0
2025-11-09 19:00:00+00:00,2025-11-09,LTC,1,0.839260967535335,108.7,10.0
2025-11-09 19:00:00+00:00,2025-11-09,POLYX,1,0.8384211570591069,0.078989,10.0
2025-11-09 19:00:00+00:00,2025-11-09,ZEN,-1,0.1227017998041062,16.094,10.0
2025-11-09 19:00:00+00:00,2025-11-09,ZEREBRO,-1,0.1622787161595228,0.043194,10.0
2025-11-09 19:00:00+00:00,2025-11-09,ZK,-1,0.0975647736436844,0.05931,10.0
2025-11-10 19:00:00+00:00,2025-11-10,AR,-1,0.1385487620020108,5.4676,10.0
2025-11-10 19:00:00+00:00,2025-11-10,BTC,1,0.89686277585649,105502.0,10.0
2025-11-10 19:00:00+00:00,2025-11-10,MAVIA,-1,0.1119761809261355,0.09027,10.0
2025-11-10 19:00:00+00:00,2025-11-10,MINA,-1,0.0905539749097788,0.16057,10.0
2025-11-10 19:00:00+00:00,2025-11-10,SOL,1,0.8799508153624606,165.58,10.0
2025-11-10 19:00:00+00:00,2025-11-10,XRP,1,0.9358782894141808,2.5388,10.0
2025-11-11 19:00:00+00:00,2025-11-11,BTC,1,0.9496157680524812,103377.0,10.0
2025-11-11 19:00:00+00:00,2025-11-11,FIL,-1,0.091688345309535,2.3238,10.0
2025-11-11 19:00:00+00:00,2025-11-11,MAVIA,-1,0.1483290507243222,0.08922,10.0
2025-11-11 19:00:00+00:00,2025-11-11,TRX,1,0.8862072072969763,0.30006,10.0
2025-11-11 19:00:00+00:00,2025-11-11,XRP,1,0.9168006936831096,2.4241,10.0
2025-11-11 19:00:00+00:00,2025-11-11,ZEN,-1,0.1238627042822497,13.208,10.0
2025-11-12 19:00:00+00:00,2025-11-12,BTC,1,0.9434999914839488,101507.0,10.0
2025-11-12 19:00:00+00:00,2025-11-12,FIL,-1,0.0770565102961925,2.1559,10.0
2025-11-12 19:00:00+00:00,2025-11-12,MINA,-1,0.0672401086152975,0.1421,10.0
2025-11-12 19:00:00+00:00,2025-11-12,TRX,1,0.9166487376649458,0.29581,10.0
2025-11-12 19:00:00+00:00,2025-11-12,XRP,1,0.9188181769265296,2.3421,10.0
2025-11-12 19:00:00+00:00,2025-11-12,ZEREBRO,-1,0.1027379563850215,0.0324,10.0
2025-11-13 19:00:00+00:00,2025-11-13,BCH,1,0.9249707493639844,502.08,10.0
2025-11-13 19:00:00+00:00,2025-11-13,BTC,1,0.9127727045751018,98587.0,10.0
2025-11-13 19:00:00+00:00,2025-11-13,FET,-1,0.086354780374939,0.2889,10.0
2025-11-13 19:00:00+00:00,2025-11-13,FIL,-1,0.0719894419051691,2.0371,10.0
2025-11-13 19:00:00+00:00,2025-11-13,STRK,-1,0.1160807736046755,0.1327,10.0
2025-11-13 19:00:00+00:00,2025-11-13,XRP,1,0.9271125934963144,2.3413,10.0
2025-11-14 19:00:00+00:00,2025-11-14,BCH,1,0.9125067846089452,489.51,10.0
2025-11-14 19:00:00+00:00,2025-11-14,BTC,1,0.9012806928859728,95076.0,10.0
2025-11-14 19:00:00+00:00,2025-11-14,FET,-1,0.0911388480793103,0.27736,10.0
2025-11-14 19:00:00+00:00,2025-11-14,FIL,-1,0.0934174755736521,1.9971,10.0
2025-11-14 19:00:00+00:00,2025-11-14,TRX,1,0.9184340496267448,0.29513,10.0
2025-11-14 19:00:00+00:00,2025-11-14,ZK,-1,0.1479232078493379,0.050646,10.0
2025-11-15 19:00:00+00:00,2025-11-15,AR,-1,0.13256456431295,4.591,10.0
2025-11-15 19:00:00+00:00,2025-11-15,BNB,1,0.8721001986005665,940.71,10.0
2025-11-15 19:00:00+00:00,2025-11-15,FET,-1,0.1197327722942723,0.29069,10.0
2025-11-15 19:00:00+00:00,2025-11-15,ICP,-1,0.1302722403337507,5.2326,10.0
2025-11-15 19:00:00+00:00,2025-11-15,POL,1,0.8606948105259535,0.15692,10.0
2025-11-15 19:00:00+00:00,2025-11-15,TRX,1,0.9343361821887431,0.29312,10.0
2025-11-16 19:00:00+00:00,2025-11-16,BNB,1,0.9308617271507852,915.31,10.0
2025-11-16 19:00:00+00:00,2025-11-16,BTC,1,0.9478393457144252,94054.0,10.0
2025-11-16 19:00:00+00:00,2025-11-16,ICP,-1,0.1708669193638402,4.9459,10.0
2025-11-16 19:00:00+00:00,2025-11-16,MAVIA,-1,0.1507442340080138,0.07279,10.0
2025-11-16 19:00:00+00:00,2025-11-16,TRX,1,0.8967201013100342,0.28947,10.0
2025-11-16 19:00:00+00:00,2025-11-16,ZK,-1,0.0966169949855604,0.052336,10.0
2025-11-17 19:00:00+00:00,2025-11-17,BTC,1,0.8887248705621265,92568.0,10.0
2025-11-17 19:00:00+00:00,2025-11-17,FET,-1,0.1484803398947971,0.27618,10.0
2025-11-17 19:00:00+00:00,2025-11-17,FIL,-1,0.166493879950151,2.1326,10.0
2025-11-17 19:00:00+00:00,2025-11-17,MINA,-1,0.1564682222953788,0.14072,10.0
2025-11-17 19:00:00+00:00,2025-11-17,TRX,1,0.8929648659254494,0.29296,10.0
2025-11-17 19:00:00+00:00,2025-11-17,XRP,1,0.9274943260018914,2.1502,10.0
2025-11-18 19:00:00+00:00,2025-11-18,BNB,1,0.9192535012165088,934.95,10.0
2025-11-18 19:00:00+00:00,2025-11-18,MAVIA,-1,0.1721492099576706,0.07345,10.0
2025-11-18 19:00:00+00:00,2025-11-18,PAXG,1,0.9320517454441084,4064.5,10.0
2025-11-18 19:00:00+00:00,2025-11-18,STRK,-1,0.1311454961788284,0.21203,10.0
2025-11-18 19:00:00+00:00,2025-11-18,TRX,1,0.9424084831980624,0.29241,10.0
2025-11-18 19:00:00+00:00,2025-11-18,ZK,-1,0.1359316800374887,0.047294,10.0
2025-11-19 19:00:00+00:00,2025-11-19,BCH,1,0.9549939978259904,472.79,10.0
2025-11-19 19:00:00+00:00,2025-11-19,ETH,1,0.8860466179979607,2900.2,10.0
2025-11-19 19:00:00+00:00,2025-11-19,FIL,-1,0.1283871501638696,1.7817,10.0
2025-11-19 19:00:00+00:00,2025-11-19,VIRTUAL,-1,0.1345717354762953,1.0296,10.0
2025-11-19 19:00:00+00:00,2025-11-19,XRP,1,0.8728833388034081,2.0487,10.0
2025-11-19 19:00:00+00:00,2025-11-19,ZEREBRO,-1,0.0873201610477819,0.02655,10.0
2025-11-20 19:00:00+00:00,2025-11-20,BTC,1,0.8666858862695161,86500.0,10.0
2025-11-20 19:00:00+00:00,2025-11-20,FIL,-1,0.1072810438897985,1.7757,10.0
2025-11-20 19:00:00+00:00,2025-11-20,MINA,-1,0.0933502155420032,0.11599,10.0
2025-11-20 19:00:00+00:00,2025-11-20,PAXG,1,0.8478052151174436,4053.6,10.0
2025-11-20 19:00:00+00:00,2025-11-20,SAND,1,0.8395222914852253,0.16251,10.0
2025-11-20 19:00:00+00:00,2025-11-20,ZEN,-1,0.1402966715095948,14.159,10.0
2025-11-21 19:00:00+00:00,2025-11-21,BTC,1,0.8614151280810184,84568.0,10.0
2025-11-21 19:00:00+00:00,2025-11-21,ICP,-1,0.1506443548986021,4.4033,10.0
2025-11-21 19:00:00+00:00,2025-11-21,MINA,-1,0.1175947798061479,0.11308,10.0
2025-11-21 19:00:00+00:00,2025-11-21,PAXG,1,0.8908754089960257,4078.7,10.0
2025-11-21 19:00:00+00:00,2025-11-21,TRX,1,0.894099032899264,0.2765,10.0
2025-11-21 19:00:00+00:00,2025-11-21,ZK,-1,0.1227757142734811,0.04143,10.0
2025-11-22 19:00:00+00:00,2025-11-22,MINA,-1,0.1644427439139568,0.10677,10.0
2025-11-22 19:00:00+00:00,2025-11-22,PAXG,1,0.8657325991683542,4058.7,10.0
2025-11-22 19:00:00+00:00,2025-11-22,STRK,-1,0.1543740606316556,0.15422,10.0
2025-11-22 19:00:00+00:00,2025-11-22,TRX,1,0.920886613756669,0.27331,10.0
2025-11-22 19:00:00+00:00,2025-11-22,XRP,1,0.8595791132130971,1.9311,10.0
2025-11-22 19:00:00+00:00,2025-11-22,ZK,-1,0.1172956457423919,0.038721,10.0
2025-11-23 19:00:00+00:00,2025-11-23,BNB,1,0.8826298390771362,847.45,10.0
2025-11-23 19:00:00+00:00,2025-11-23,BTC,1,0.8731147294584891,86939.0,10.0
2025-11-23 19:00:00+00:00,2025-11-23,ETH,1,0.8644133560647569,2807.7,10.0
2025-11-23 19:00:00+00:00,2025-11-23,ICP,-1,0.1162061056299322,4.0729,10.0
2025-11-23 19:00:00+00:00,2025-11-23,MINA,-1,0.1238363205330067,0.10584,10.0
2025-11-23 19:00:00+00:00,2025-11-23,ZK,-1,0.1238047481370286,0.03823,10.0
2025-11-24 19:00:00+00:00,2025-11-24,BTC,1,0.9297429129325312,88672.0,10.0
2025-11-24 19:00:00+00:00,2025-11-24,FET,-1,0.1736913586281381,0.28439,10.0
2025-11-24 19:00:00+00:00,2025-11-24,MAVIA,-1,0.1741529370019553,0.06394,10.0
2025-11-24 19:00:00+00:00,2025-11-24,PAXG,1,0.9297746076390044,4117.6,10.0
2025-11-24 19:00:00+00:00,2025-11-24,XRP,1,0.9312239009982336,2.2177,10.0
2025-11-24 19:00:00+00:00,2025-11-24,ZK,-1,0.132299220342363,0.040086,10.0
2025-11-25 19:00:00+00:00,2025-11-25,ETH,1,0.8994599940707994,2923.1,10.0
2025-11-25 19:00:00+00:00,2025-11-25,GRASS,-1,0.107749894139248,0.37721,10.0
2025-11-25 19:00:00+00:00,2025-11-25,MAVIA,-1,0.1294799827525337,0.06084,10.0
2025-11-25 19:00:00+00:00,2025-11-25,SOL,1,0.86593572729101,136.26,10.0
2025-11-25 19:00:00+00:00,2025-11-25,STRK,-1,0.077400077593019,0.13615,10.0
2025-11-25 19:00:00+00:00,2025-11-25,XRP,1,0.8807389650448687,2.1823,10.0
2025-11-26 19:00:00+00:00,2025-11-26,COMP,1,0.8754225059612532,30.494,10.0
2025-11-26 19:00:00+00:00,2025-11-26,DYM,-1,0.1683806891302053,0.10538,10.0
2025-11-26 19:00:00+00:00,2025-11-26,ETH,1,0.8985987094641332,3033.0,10.0
2025-11-26 19:00:00+00:00,2025-11-26,GAS,1,0.8905646908010896,2.2048,10.0
